"pid","x1","x2","x3","x4","x5","x6","x7","w1","w2","w3","w4","w5","w6","w7","group"
1,1.24925368683067,-0.995578720670835,-1.09397983875103,-0.165532816041525,0.427970639336195,-0.282008970947645,-1.71155847259223,3.73841412495381,2.14255802557135,2.8604638834025,3.07455913540533,1.81320443375463,2.79365545421736,1.08336915321793,-0.27467555795033
2,-1.54574117746014,.,0.433947755479795,-2.28613014117998,-2.10068371451832,-0.34210261693074,-2.29778285896866,0.30090918604676,.,2.79212515581268,1.45433976668483,2.71526607191637,1.42410951865377,0.4528838263452,-1.76130529672792
3,-2.10474015031831,-0.880933645004501,0.883338224371214,-2.35453650650703,-0.860211767344405,-1.78435012052504,-3,1.83605605045481,1.07127901278567,2.99226000089715,2.7080809448614,2.60931923521952,1.68055835917763,1.03896877808605,-1.77349147497692
4,.,.,-1.09397983875103,-1.53366012258247,-1.14647452438454,-1.00313272274479,.,.,.,0.532065807663605,0.370335855707543,0.620545757795826,0.180059824197603,.,-1.05523033940177
5,.,.,-0.105320807189908,-0.370751912022666,0.332549720322817,.,.,.,.,0.175728156659539,0.100299294254126,0.199785463485485,.,.,-0.00420123503479513
6,0.131255741114345,-0.422353342339171,0.613703943036361,-1.12322193062018,-0.717080388824338,1.40061311657903,-1.14978273995718,1.31584016949261,1.02503675324097,1.17640238208192,1.30003316014002,1.81623148623169,0.927580912533108,1.01232855300692,-0.579973717760625
7,-2.1845971464409,.,-1.00410174497275,-0.233939181368572,-3,-0.522383554880028,.,0.795624288530416,.,0.878640783297696,0.582507439706655,0.914169848069949,0.278274273759932,.,-1.72739353022106
8,-0.507600227866411,-0.307708266672838,-0.015442713411625,-1.26003466127428,0.141707882296062,-0.522383554880028,-1.04438187716104,1.05063207331581,0.462422595447053,1.19592773282186,1.53149306995723,1.33493014238029,1.02579536209544,0.816966902426634,-0.762293013746066
9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10,-1.22631319296977,.,-0.554711276081327,-0.50756464267676,-1.28960590290461,-0.282008970947645,0.0748231607772695,0.173405293654065,.,2.04039915232465,1.40804778472139,1.46509339889356,0.851191896206852,0.266402250791294,-0.93159221659715
11,.,.,1.5124848808192,-0.0287200853874305,1.00049615341646,-0.943039076761698,.,.,.,0.546709820718567,0.351047529889441,0.478274291374344,0.136408957725457,.,0.536969509783106
12,.,.,0.344069661701511,-2.49134923716112,0.284839260816128,.,.,.,.,0.405151027853938,0.150448941381189,0.357192192292232,.,.,-0.208664074552085
13,0.53054072172732,-1.33951394766983,-0.914223651194463,-0.918002834639043,-0.00142349622400392,-0.8829454307786,-1.8919352068619,1.56574779858229,1.2870762239943,1.04460626458726,1.716660997811,0.71135733210741,1.789685525358,1.17216990348169,-1.02550970780464
14,-0.587457223989008,-1.68344917466883,-1.2737360263076,1.06578175984532,-1.09876406487785,0.919863948714268,-1.7751249723198,1.32094032518832,1.61847908406469,1.83538296955519,1.85167927853771,1.84044790604811,1.44047859358083,1.10112930327068,-0.460931718401325
15,-1.14645619684717,-1.2248688720035,0.0744353803666589,0.0396862799396166,-1.14647452438454,0.318927488883311,-0.701557421365375,1.36684172644969,1.21771283467724,1.97694176241982,2.37632174079006,1.83136674861695,1.80605460028505,0.967928177875034,-0.546013586975133
16,.,.,-0.105320807189908,1.13418812517237,0.284839260816128,.,.,.,.,0.33193096257913,0.177452597526531,0.260326513026542,.,.,0.213814341522435
17,1.32911068295327,1.18267771698949,0.883338224371214,1.13418812517237,0.714233396376329,-2.38528658035599,-0.284843700929121,1.72385262514924,1.99612420367978,1.1812837197669,2.05227786704596,2.04931452696475,2.55357568862056,5.07940291508734,0.515983258589479
18,.,.,0.973216318149497,1.88665814376989,1.62073212700342,0.138646550934026,.,.,.,0.410032365538925,0.381908851198403,0.490382501282555,0.141865316034475,.,1.12713241060301
19,-1.30617018909236,.,-0.195198900968193,-0.233939181368572,-1.81442095747818,-1.12332001471098,0.529024816950293,0.571217437919273,.,1.32284251263153,1.73209165846549,2.04931452696475,0.916668195915072,0.399603376186941,-1.14835001496758
20,.,.,0.793460130592929,0.450124471901898,0.618812477362951,1.04005124068046,.,.,.,0.971386199312453,0.609511095851997,1.00800847485859,0.785715596498633,.,0.688577515416634
21,-0.347886235621222,.,1.5124848808192,0.0396862799396166,0.809654315389707,0.318927488883311,.,0.387611832873792,.,1.18616505745189,0.559361448724934,0.611464600364668,0.283730632068951,.,0.691339828899126
22,0.770111710095104,1.75590309532115,-0.195198900968193,0.313311741247805,-1.09876406487785,-1.78435012052504,-1.90986421960557,5.42656566023309,4.393014656747,4.8813376849872,5.71705977248519,5.33366646456705,5.81102159910447,3.40994881012856,-0.512989578586632
23,-0.747171216234196,-0.422353342339171,0.523825849258079,-1.12322193062018,-1.09876406487785,0.61939571879879,0.794700187606524,1.02003113914156,0.971087450438811,2.13314456833941,1.80538729657427,2.2067212557715,1.65873292594156,1.56289320464226,-0.723528649064656
24,.,.,1.33272869326263,0.518530837228945,1.19133799144322,.,.,.,.,0.356337651004066,0.150448941381189,0.505517763667819,.,.,0.695668517084511
25,.,.,0.433947755479795,0.997375394518275,-0.478528091290893,0.61939571879879,.,.,.,0.751726003488029,0.316328543416859,0.578167023117087,0.22371069066975,.,0.199697943394468
26,-1.46588418133755,0.265517111658826,0.254191567923227,0.450124471901898,-0.62165946981096,0.138646550934026,0.169357955243904,0.3927119885695,0.34681694658529,1.40094391559133,1.04156959417746,1.04130605210617,0.583830339064956,0.70152592708374,-0.0330679548936361
27,.,.,0.793460130592929,.,0.857364774896396,.,.,.,.,0.273354910359283,.,0.348111034861073,.,.,0.38312062269841
28,.,.,-3,-0.98640919996609,-1.57586865994474,0.138646550934026,.,.,.,1.11782632986207,0.466777484798048,0.575139970640034,0.41468323148539,.,-1.72204800477391
29,.,.,-1.00410174497275,1.20259449049942,-0.00142349622400392,.,.,.,.,0.219660195824424,0.16973726719929,0.0998927317427427,.,.,0.070176006636848
30,.,.,0.523825849258079,0.17649901059371,0.189418341802751,.,.,.,.,0.239185546564373,0.0964416290905059,0.396543874493918,.,.,0.13466317352238
