"id","x1","x2","x3","x4","w1","w2","w3","w4"
1403,.,.,-0.824345557416179,-0.439158277349713,.,.,0.190372169714501,0.16973726719929
1174,1.48882467519846,.,0.344069661701511,1.81825177844284,1.96866009854321,.,3.20703885903659,3.47961397758545
2516,0.53054072172732,-1.2248688720035,0.344069661701511,-0.302345546695619,1.95335963145609,0.516371898249209,2.03063647695468,1.56621205642982
257,.,.,.,-0.0971264507144785,.,.,.,0.100299294254126
2203,.,.,0.523825849258079,0.723749933210086,.,.,0.36610032637404,0.412770172507365
3698,0.21111273723694,.,-2.26239505786872,0.723749933210086,0.30090918604676,.,0.893284796352658,0.362620525380302
1685,.,.,0.523825849258079,-0.165532816041525,.,.,0.224541533509411,0.123445285235847
775,-1.06659920072458,1.06803264132316,1.87199725593234,0.518530837228945,1.16793565431709,0.500957811734307,2.12826323065442,2.40718306209903
2842,.,.,2.14163153726719,0.244905375920757,.,.,1.01531823847734,0.478350480288909
4011,0.849968706217699,.,0.164313474144943,1.06578175984532,0.443713545526578,.,0.302642936469206,0.343332199562201
1275,0.53054072172732,.,-2.17251696409044,-0.439158277349713,0.244807473393974,.,0.781014029597952,0.474492815125289
1811,.,.,0.0744353803666589,0.792156298537134,.,.,0.356337651004066,0.196740923344632
3039,-1.62559817358274,1.29732279265582,2.0517534434889,1.40781358648056,1.74425324793207,1.333318483539,1.51321468234603,2.41875605758989
930,0.690254713972509,.,1.5124848808192,1.88665814376989,1.09143331888147,.,2.53829559619335,1.85939460886495
1624,0.929825702340294,1.41196786832215,-2.26239505786872,0.997375394518275,3.73331396925811,2.11943689579899,3.34859765190122,2.3068837678449
1632,0.0513987449917504,.,0.433947755479795,1.27100085582646,0.214206539219727,.,0.527184469978618,0.486065810616149
2431,-1.22631319296977,.,-1.72312649519902,-2.62816196781522,0.295809030351052,.,1.12270766754706,0.709810390106123
3225,1.24925368683067,.,-1.45349221386417,0.313311741247805,0.362111054395254,.,0.605285872938413,0.690522064288022
3396,.,.,1.15297250570606,0.723749933210086,.,.,0.390507014798976,0.227602244653594
1905,-1.30617018909236,.,1.24285059948435,0.586937202555992,1.25463830114412,.,2.0208738015847,2.3068837678449
777,-0.268029239498629,.,-0.644589369859612,-0.98640919996609,1.19343643279562,.,1.61084143604578,1.40804778472139
1258,0.450683725604725,.,-1.09397983875103,-0.0971264507144785,0.489614946787948,.,1.34236786337148,0.759960037233186
2211,-1.46588418133755,.,-0.285076994746477,-1.39684739192837,0.183605605045481,.,0.327049624894143,0.509211801597871
4203,-0.747171216234196,.,1.15297250570606,0.381718106574852,0.489614946787948,.,0.73220065274808,0.574792109379415
4317,-0.268029239498629,.,2.0517534434889,1.6130326824617,0.214206539219727,.,1.61084143604578,0.682806733960782
3145,.,.,0.793460130592929,-0.0287200853874305,.,.,0.312405611839181,0.100299294254126
816,-0.747171216234196,.,1.15297250570606,0.518530837228945,0.851726001183202,.,1.72311220280048,1.20744919621313
2845,-1.14645619684717,.,-0.015442713411625,0.450124471901898,0.622218994876351,.,2.0599245030646,1.74366465395635
4472,.,.,-0.914223651194463,-2.28613014117998,.,.,0.551591158403554,0.316328543416859
589,1.48882467519846,0.609452338657825,-1.45349221386417,-0.712783738657901,1.39744266062394,0.308281730298035,1.25450378504171,1.29231782981278
1494,.,.,-2.71178552676014,0.0396862799396166,.,.,0.463727080073784,0.235317574980834
3907,.,.,-0.734467463637896,-2.01250467987179,.,.,0.771251354227978,0.378051186034783
2723,2.12768064417922,.,-0.195198900968193,0.0396862799396166,2.41747379976549,.,3.42181771717603,3.54133662020338
2217,-1.06659920072458,0.0362269603261602,-0.105320807189908,-0.644377373330854,0.73952257587763,0.246625384238428,1.23985977198675,0.82554034501473
3988,.,.,0.703582036814646,-1.26003466127428,.,.,0.312405611839181,0.339474534398581
937,0.131255741114345,.,0.254191567923227,1.27100085582646,0.561017126527858,.,0.702912626638157,1.18044554006779
1385,0.849968706217699,0.724097414324157,-0.015442713411625,-0.0971264507144785,1.46884484036385,1.50287343520292,2.02575513926969,1.84782161337409
1490,0.131255741114345,-0.880933645004501,-1.09397983875103,0.0396862799396166,1.02003113914156,0.716755022942932,1.17152104439693,0.605653430688377
896,-0.268029239498629,.,0.523825849258079,-0.644377373330854,0.657920084746306,.,0.741963328118055,0.763817702396806
1062,.,.,.,0.450124471901898,.,.,.,0.115729954908607
1239,.,.,-0.914223651194463,-0.0971264507144785,.,.,0.273354910359283,0.189025593017391
1141,0.0513987449917504,.,0.883338224371214,-0.370751912022666,0.168305137958357,.,0.634573899048336,0.567076779052174
1035,.,.,.,0.0396862799396166,.,.,.,0.0964416290905059
2689,1.32911068295327,0.609452338657825,1.15297250570606,1.95506450909693,1.53514686440805,0.516371898249209,1.77680691733534,1.82853328755599
951,.,.,0.523825849258079,-0.302345546695619,.,.,0.600404535253426,0.281609556944277
2086,0.690254713972509,-0.651643493671836,1.33272869326263,0.997375394518275,0.984330049271605,0.462422595447053,0.829827406447824,1.16887254457693
4318,-0.268029239498629,-3,0.164313474144943,-1.12322193062018,1.53004670871234,0.69363389317058,1.33748652568649,1.15729954908607
3040,0.53054072172732,-0.536998418005504,0.703582036814646,-0.439158277349713,1.12713440875142,0.762997282487638,2.16731393213432,1.43890910603035
2001,0.37082672948213,.,-0.105320807189908,0.450124471901898,0.357010898699546,.,1.50345200697606,0.844828670832831
1608,.,.,0.883338224371214,.,.,.,0.195253507399488,.
2047,0.21111273723694,0.265517111658826,0.613703943036361,0.381718106574852,0.912927869531695,0.323695816812937,0.756607341173016,1.11486523228625
2000,2.92625060540516,0.724097414324157,0.523825849258079,0.928969029191227,3.31000104651436,1.39497482959861,5.74045311754495,4.74492815125289
1101,.,.,-2.71178552676014,-0.781190103984948,.,.,1.2984358242066,0.578649774543035
1850,-0.986742204601981,.,-0.644589369859612,-0.712783738657901,0.249907629089682,.,0.263592234989309,0.246890570471695
1471,.,.,.,-0.575971008003807,.,.,.,0.142733611053949
